loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
1934,HD 110113 b,HD 110113,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,2.541,0.0005,-0.001,0,0.035,0.001,-0.001,0,2.05,0.12,-0.12,0,0.183,0.011,-0.011,0,4.55,0.62,-0.62,0,0.01432,0.00195,-0.00195,0,Mass,0.093,0.079,-0.064,0,735.49,29.39,-29.39,0,1371,14,-14,0,0,<a refstr=OSBORN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.502.4842O/abstract target=ref>Osborn et al. 2021</a>,G,5732,50,-50,0,0.97,0.02,-0.02,0,1,0.06,-0.06,0,0.14,0.02,-0.02,0,[Fe/H],4.46,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452,2/5/2021,2021-04,2/11/2021
2127,HD 135694 b,HD 135694,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,15.92346,0.000038,-0.000038,0,0.12,0.002,-0.002,0,2.532,0.084,-0.07,0,0.226,0.007,-0.006,0,6.1,1.8,-1.8,0,0.01919,0.00566,-0.00566,0,Mass,0,,,0,,,,,751,13,-12,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5698,76,-73,0,1.07,0.02,-0.02,0,0.91,0.03,-0.03,0,-0.121,0.061,-0.059,0,[Fe/H],4.33,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h11m28.29s,227.8678636,+71d50m28.67s,71.8412965,73.8713,0.1439,-0.1434,9.08,0.03,-0.03,7.502,0.023,-0.023,8.91307,0.000196,-0.000196,7/23/2024,2024-06,7/23/2024
2165,HD 1397 b,HD 1397,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,11.53533,0.00079,-0.0008,0,0.1097,0.0011,-0.0013,0,11.5,0.28,-0.303,0,1.026,0.025,-0.027,0,131.89945,6.3566,-6.3566,0,0.415,0.02,-0.02,0,Mass,0.251,0.02,-0.019,0,356,12,-12,0,1228,10,-10,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...623A.100N/abstract target=ref>Nielsen et al. 2019</a>,,5521,60,-60,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.29,0.09,-0.09,0,[Fe/H],3.82,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285,79.5702,0.1738,-0.1731,7.79,0.03,-0.03,5.988,0.018,-0.018,7.59336,0.000278,-0.000278,7/19/2019,2019-03,7/25/2019
2277,HD 152843 b,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,11.6264,0.0022,-0.0025,0,0.1053,0.003,-0.0031,0,3.41,0.14,-0.12,0,0.304,0.012,-0.011,0,11.56,6.58,-6.14,0,0.03637,0.0207,-0.01932,0,Mass,0.14,0.25,-0.1,0,255.7,21.6,-19.7,0,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310,100,-100,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.16,0.05,-0.05,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.491524,107.898,0.318,-0.316,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237,6/11/2021,2021-05,6/11/2021
2280,HD 152843 c,HD 152843,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,24.38,6.23,-3.4,0,,,,,5.83,0.14,-0.14,0,0.52,0.012,-0.012,0,27.5,,,1,0.08652,,,1,Mass,0.115,0.173,-0.08,0,,,,,,,,,0,<a refstr=EISNER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.1332E/abstract target=ref>Eisner et al. 2021</a>,G0,6310,100,-100,0,1.43,0.02,-0.02,0,1.15,0.04,-0.04,0,-0.16,0.05,-0.05,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h55m08.37s,253.7848853,+20d29m29.49s,20.491524,107.898,0.318,-0.316,8.855,0.002,-0.002,7.629,0.02,-0.02,8.76412,0.000237,-0.000237,6/11/2021,2021-05,6/11/2021
2283,HD 15337 b,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,4.75615,0.00017,-0.00017,0,0.0522,0.0012,-0.0012,0,1.64,0.06,-0.06,0,0.146,0.005,-0.005,0,7.51,1.09,-1.01,0,0.02363,0.00343,-0.00318,0,Mass,0.09,0.05,-0.05,0,,,,,1001,12,-12,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125,50,-50,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,5/14/2019,2019-05,5/16/2019
2284,HD 15337 c,HD 15337,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,17.1784,0.0016,-0.0016,0,0.1268,0.0038,-0.0038,0,2.39,0.12,-0.12,0,0.213,0.011,-0.011,0,8.11,1.82,-1.69,0,0.02552,0.00573,-0.00532,0,Mass,0.05,0.06,-0.04,0,,,,,642,10,-10,0,0,<a refstr=GANDOLFI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...876L..24G/abstract target=ref>Gandolfi et al. 2019</a>,K1 V,5125,50,-50,0,0.86,0.02,-0.02,0,0.9,0.03,-0.03,0,0.15,0.1,-0.1,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,5/14/2019,2019-05,5/16/2019
2339,HD 15906 b,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,10.924709,0.000032,-0.000032,0,0.09,0.001,-0.001,0,2.24,0.08,-0.08,0,0.2,0.007,-0.007,0,,,,,,,,,,0.11,0.04,-0.03,0,33.14,2.6,-2.45,0,668,13,-13,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757,89,-89,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,6/27/2023,2023-08,6/27/2023
2341,HD 15906 c,HD 15906,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,21.583298,0.000052,-0.000055,0,0.141,0.002,-0.001,0,2.93,0.07,-0.06,0,0.261,0.006,-0.005,0,,,,,,,,,,0.04,0.01,-0.01,0,13.37,1.05,-0.99,0,532,10,-10,0,0,<a refstr=TUSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.523.3090T/abstract target=ref>Tuson et al. 2023</a>,K V,4757,89,-89,0,0.76,0.01,-0.01,0,0.79,0.02,-0.04,0,0.02,0.04,-0.04,0,[Fe/H],4.49,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h33m05.10s,38.2712534,-10d21m07.84s,-10.352178,45.5621,0.0883,-0.088,9.78,0.03,-0.03,7.459,0.023,-0.023,9.47728,0.000512,-0.000512,6/27/2023,2023-08,6/27/2023
2557,HD 183579 b,HD 183579,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,17.471291,0.000027,-0.000028,0,0.1322,0.0021,-0.0022,0,3.49,0.07,-0.064,0,0.311,0.006,-0.006,0,20.4,2.6,-2.5,0,0.06419,0.00818,-0.00787,0,Mass,0.061,0.061,-0.042,0,,,,,752,10,-10,0,0,<a refstr=BONFANTI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...671L...8B/abstract target=ref>Bonfanti et al. 2023</a>,,5784,61,-61,0,0.96,0.01,-0.01,0,1,0.05,-0.05,0,-0.038,0.04,-0.04,0,[Fe/H],4.45,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h33m08.79s,293.2866147,-54d31m57.82s,-54.5327284,57.2651,0.1875,-0.1864,8.67,0.03,-0.03,7.15,0.027,-0.027,8.51549,0.000259,-0.000259,8/29/2024,2023-03,8/29/2024
2568,HD 18599 b,HD 18599,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,4.1374354,0.0000036,-0.0000037,0,0.048,0.0004,-0.0004,0,2.6,0.15,-0.13,0,0.232,0.013,-0.012,0,24.1,7.1,-7.7,0,0.07583,0.02234,-0.02423,0,Mass,0.34,0.07,-0.09,0,,,,,,,,,0,<a refstr=DESIDERA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221007933D/abstract target=ref>Desidera et al. 2022</a>,K2 V,5145,50,-50,0,0.77,0.02,-0.02,0,0.86,0.02,-0.02,0,0,0.08,-0.08,0,[Fe/H],4.54,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h57m02.88s,44.2620144,-56d11m30.73s,-56.1918694,38.5653,0.0366,-0.0366,8.99,0.03,-0.03,6.883,0.02,-0.02,8.73117,0.000651,-0.000651,11/7/2022,2022-10,11/7/2022
2642,HD 191939 b,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,8.8803256,0.0000047,-0.0000047,0,0.0804,0.0025,-0.0023,0,3.41,0.075,-0.075,0,0.304,0.007,-0.007,0,10,0.7,-0.7,0,0.03146,0.0022,-0.0022,0,Mass,0.031,0.01,-0.011,0,100,7,-7,0,880,20,-20,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,11/14/2022,2022-11,11/14/2022
2645,HD 191939 c,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,28.579743,0.000045,-0.000045,0,0.1752,0.0055,-0.005,0,3.195,0.075,-0.075,0,0.285,0.007,-0.007,0,8,1,-1,0,0.02517,0.00315,-0.00315,0,Mass,0.034,0.034,-0.013,0,21,1.4,-1.4,0,600,13,-13,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,11/14/2022,2022-11,11/14/2022
2650,HD 191939 d,HD 191939,1,1,6,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ORELL_MIQUEL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221100667O/abstract target=ref>Orell-Miquel et al. 2022</a>,38.353037,0.00006,-0.00006,0,0.2132,0.0065,-0.0061,0,2.995,0.07,-0.07,0,0.267,0.006,-0.006,0,2.8,0.6,-0.6,0,0.00881,0.00189,-0.00189,0,Mass,0.031,0.018,-0.012,0,14.3,1,-1,0,540,11,-11,0,0,<a refstr=LUBIN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..101L/abstract target=ref>Lubin et al. 2022</a>,G9 V,5348,100,-100,0,0.94,0.02,-0.02,0,0.81,0.04,-0.04,0,-0.15,0.06,-0.06,0,[Fe/H],4.3,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h08m06.15s,302.0256247,+66d51m01.09s,66.8503014,53.6089,0.0733,-0.0731,8.97,0.03,-0.03,7.18,0.021,-0.021,8.77476,0.000238,-0.000238,11/14/2022,2022-11,11/14/2022
2712,HD 202772 A b,HD 202772 A,1,2,1,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,3.308958,0.000083,-0.000083,0,0.05208,0.00064,-0.00068,0,17.318,0.583,-0.673,0,1.545,0.052,-0.06,0,323.23311,22.2481,-21.61244,0,1.017,0.07,-0.068,0,Mass,0.038,0.042,-0.027,0,3440,184,-191,0,2132,28,-30,0,0,<a refstr=WANG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...51W/abstract target=ref>Wang et al. 2019</a>,,6272,77,-71,0,2.59,0.08,-0.09,0,1.72,0.06,-0.07,0,0.3,0.06,-0.06,0,[Fe/H],3.85,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h18m47.90s,319.6995877,-26d36m58.95s,-26.6163743,161.498,2.459,-2.388,8.324,0.002,-0.002,6.959,0.024,-0.024,8.22688,0.000735,-0.000735,1/28/2019,2019-02,1/31/2019
2718,HD 20329 b,HD 20329,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,0.926118,0.00005,-0.000043,0,0.018,0.0003,-0.0003,0,1.72,0.07,-0.07,0,0.153,0.006,-0.006,0,7.42,1.09,-1.09,0,0.02335,0.00343,-0.00343,0,Mass,0,,,0,3474,124,-124,0,2141,27,-27,0,0,<a refstr=MURGAS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221102547M/abstract target=ref>Murgas et al. 2022</a>,,5596,50,-50,0,1.13,0.02,-0.02,0,0.9,0.05,-0.05,0,-0.07,0.06,-0.06,0,[Fe/H],4.4,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h16m42.75s,49.178124,+15d39m22.88s,15.6563542,63.6796,0.2863,-0.2838,8.76,0.012,-0.012,7.116,0.024,-0.024,8.59089,0.000272,-0.000272,11/29/2022,2022-11,11/29/2022
2746,HD 207496 b,HD 207496,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,6.441008,0.000011,-0.000011,0,0.0629,0.0011,-0.0011,0,2.25,0.12,-0.1,0,0.201,0.011,-0.009,0,6.1,1.6,-1.6,0,0.01919,0.00503,-0.00503,0,Mass,0.231,0.042,-0.049,0,72.9,8.5,-7.5,0,743,26,-26,0,0,<a refstr=BARROS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...673A...4B/abstract target=ref>Barros et al. 2023</a>,K2.5 V,4819,94,-94,0,0.77,0.03,-0.03,0,0.8,0.04,-0.04,0,0.095,0.038,-0.038,0,[Fe/H],4.51,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h54m52.36s,328.7181708,-77d20m19.69s,-77.3388025,23.606,0.0179,-0.0179,8.23,0.03,-0.03,5.967,0.026,-0.026,7.97255,0.000514,-0.000514,5/26/2023,2023-05,5/26/2023
2760,HD 207897 b,HD 207897,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,16.20166,0.000016,-0.000016,0,0.117,0.002,-0.002,0,2.343,0.124,-0.092,0,0.209,0.011,-0.008,0,14.8,1.5,-1.4,0,0.04657,0.00472,-0.0044,0,Mass,0,,,0,,,,,582,15,-13,0,0,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5106,67,-63,0,0.78,0.03,-0.03,0,0.82,0.02,-0.03,0,-0.03,0.06,-0.059,0,[Fe/H],4.56,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m48.39s,325.2016451,+84d20m01.54s,84.3337613,28.2938,0.0312,-0.0312,8.37,0.03,-0.03,6.312,0.026,-0.026,8.13037,0.000357,-0.000357,7/22/2024,2024-06,7/22/2024
2824,HD 213885 b,HD 213885,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,1.008035,0.000021,-0.00002,0,0.02012,0.00015,-0.00012,0,1.745,0.051,-0.052,0,0.156,0.005,-0.005,0,8.83,0.66,-0.65,0,0.02778,0.00208,-0.00205,0,Mass,0,,,0,,,,,2128,13,-14,0,0,<a refstr=ESPINOZA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2982E/abstract target=ref>Espinoza et al. 2020</a>,G,5978,50,-50,0,1.1,0.01,-0.01,0,1.07,0.02,-0.02,0,-0.04,0.03,-0.03,0,[Fe/H],4.38,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h35m56.09s,338.9837166,-59d51m53.38s,-59.864829,48.0883,0.0991,-0.0987,7.95,0.03,-0.03,6.419,0.024,-0.024,7.80173,0.000247,-0.000247,12/2/2019,2020-01,12/5/2019
2835,HD 21520 b,HD 21520,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,25.1292,0.000089,-0.000073,0,0.1726,0.0071,-0.0071,0,2.697,0.09,-0.09,0,0.241,0.008,-0.008,0,17.7,,,1,0.05569,,,1,Mass,0,,,0,,,,,637,13,-12,0,0,<a refstr=NIES_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp.2039N/abstract target=ref>Nies et al. 2024</a>,,5871,62,-62,0,1.04,0.02,-0.02,0,1.09,0.07,-0.07,0,0.049,0.042,-0.042,0,[Fe/H],4.42,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h26m33.68s,51.6403449,-43d36m49.19s,-43.6136649,79.208,0.1598,-0.1592,9.17,0.03,-0.03,7.707,0.016,-0.016,9.01796,0.000181,-0.000181,9/13/2024,2024-09,9/13/2024
2868,HD 21749 c,GJ 143,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,7.78993,0.00051,-0.00044,0,0.0695,0.0021,-0.0023,0,0.892,0.064,-0.058,0,0.08,0.006,-0.005,0,3.7,,,1,0.01164,,,1,Mass,,,,,,,,,701,25,-23,0,0,<a refstr=DRAGOMIR_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...875L...7D/abstract target=ref>Dragomir et al. 2019</a>,K4.5,4640,100,-100,0,0.69,0.03,-0.03,0,0.73,0.07,-0.07,0,0.003,0.06,-0.06,0,[Fe/H],4.61,0.05,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h27m00.05s,51.7501882,-63d30m00.60s,-63.500166,16.32,0.0071,-0.0071,8.08,0.03,-0.03,5.375,0.024,-0.024,7.67906,0.00026,-0.00026,4/22/2019,2019-04,4/25/2019
2911,HD 219666 b,HD 219666,1,1,1,Transit,2018,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,6.04345,0.00001,-0.00001,0,0.104,0.005,-0.005,0,4.24,0.16,-0.16,0,0.378,0.014,-0.014,0,,,,,,,,,,,,,,,,,,838,40,-40,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,G5 V,5527,65,-65,0,1.03,0.03,-0.03,0,0.92,0.03,-0.03,0,0.04,0.04,-0.04,0,[Fe/H],4.4,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m14.22s,349.5592665,-56d54m14.35s,-56.9039857,94.1719,0.2518,-0.2506,9.809,0.003,-0.003,8.158,0.033,-0.033,9.64956,0.000219,-0.000219,8/22/2023,2023-03,8/22/2023
